quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"g5-2-1","SFBay","Rush Ranch","NA",2182373,38.20941,-122.0297,"NA",.11,"6/27/2014",6,2014,329.94,"10","40","HIGH","25","75",0,"NA","0","0","Typha domingensis",25,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-2-4","SFBay","Rush Ranch","NA",2182373,38.20932,-122.0299,"NA",.11,"6/27/2014",6,2014,0,"10","50","HIGH","80","20",0,"NA","0","0","Typha domingensis",80,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-6","SFBay","Rush Ranch","NA",2182374,38.20932,-122.0294,"NA",.11,"6/27/2014",6,2014,337.13,"5","15","HIGH","30","65",5,"NA","0","0","Typha domingensis",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-4","SFBay","Rush Ranch","NA",2182374,38.20932,-122.0295,"NA",.11,"6/27/2014",6,2014,836.01,"15","30","HIGH","40","60",0,"NA","0","0","Typha domingensis",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-2","SFBay","Rush Ranch","NA",2182374,38.20941,-122.0294,"NA",.11,"6/27/2014",6,2014,253.02,"20","30","HIGH","30","70",0,"NA","0","0","Typha domingensis",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-5","SFBay","Rush Ranch","NA",2182374,38.20932,-122.0294,"NA",.11,"6/27/2014",6,2014,0,"2","18","HIGH","1","98",0,"NA","0","0","Typha domingensis",1,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-3","SFBay","Rush Ranch","NA",2182374,38.20941,-122.0295,"NA",.11,"6/27/2014",6,2014,198.25,"15","20","HIGH","27","70",3,"NA","0","0","Typha domingensis",27,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-1-1","SFBay","Rush Ranch","NA",2182374,38.20941,-122.0294,"NA",.11,"6/27/2014",6,2014,645.66,"15","20","HIGH","30","69",1,"NA","0","0","Typha domingensis",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-6","SFBay","Rush Ranch","NA",2187715,38.20998,-122.0331,"NA",.11,"6/3/2014",6,2014,217,"0","100","HIGH","15","80",5,"NA","0","0","Schoenoplectus americanus",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-2","SFBay","Rush Ranch","NA",2187715,38.20989,-122.0332,"NA",.11,"6/3/2014",6,2014,349,"0","100","HIGH","20","80",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-5","SFBay","Rush Ranch","NA",2187715,38.20998,-122.0332,"NA",.11,"6/3/2014",6,2014,674,"0","100","HIGH","40","60",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-1","SFBay","Rush Ranch","NA",2187715,38.20989,-122.0333,"NA",.11,"6/3/2014",6,2014,648.65,"3","100","MOD","15","75",10,"NA","0","0","Schoenoplectus acutus",0,"Typha domingensis",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-4","SFBay","Rush Ranch","NA",2187715,38.20998,-122.0333,"NA",.11,"6/3/2014",6,2014,1066,"2.5","120","HIGH","75","15",10,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-1-3","SFBay","Rush Ranch","NA",2187715,38.20989,-122.0331,"NA",.11,"6/3/2014",6,2014,554,"0","120","HIGH","25","75",0,"NA","0","0","Schoenoplectus americanus",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-1","SFBay","Rush Ranch","NA",2187716,38.20989,-122.033,"NA",.11,"6/3/2014",6,2014,725.94,"0","0","LOW","25","55",20,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-6","SFBay","Rush Ranch","NA",2187716,38.20998,-122.0328,"NA",.11,"6/3/2014",6,2014,1259.03,"3","100","MOD","50","35",15,"NA","0","0","Typha domingensis",0,"Bolboschoenus maritimus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-2","SFBay","Rush Ranch","NA",2187716,38.20989,-122.0329,"NA",.11,"6/3/2014",6,2014,457.88,"1","100","LOW","15","45",40,"NA","0","0","Typha domingensis",0,"Phragmites australis",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-5","SFBay","Rush Ranch","NA",2187716,38.20998,-122.0329,"NA",.11,"6/3/2014",6,2014,455.98,"1","75","MOD","45","35",10,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-4","SFBay","Rush Ranch","NA",2187716,38.20998,-122.033,"NA",.11,"6/3/2014",6,2014,638,"0","50","HIGH","60","40",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g4-2-3","SFBay","Rush Ranch","NA",2187716,38.20989,-122.0328,"NA",.11,"6/3/2014",6,2014,1775.95,"1","20","LOW","25","50",25,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-4","SFBay","Rush Ranch","NA",2190391,38.21025,-122.0333,"NA",.11,"6/3/2014",6,2014,1386.07,"1","20","LOW","50","25",25,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-6","SFBay","Rush Ranch","NA",2190391,38.21025,-122.0331,"NA",.11,"6/3/2014",6,2014,234,"0","75","HIGH","30","70",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-3","SFBay","Rush Ranch","NA",2190391,38.21016,-122.0331,"NA",.11,"6/3/2014",6,2014,383,"0","50","HIGH","25","75",0,"NA","0","0","Schoenoplectus americanus",0,"Typha domingensis",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-1","SFBay","Rush Ranch","NA",2190391,38.21016,-122.0333,"NA",.11,"6/3/2014",6,2014,436.93,"0","50","HIGH","40","60",0,"NA","0","0","Schoenoplectus acutus",0,"Lepidium latifolium",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-2","SFBay","Rush Ranch","NA",2190391,38.21016,-122.0332,"NA",.11,"6/3/2014",6,2014,149.06,"0","120","MOD","25","65",10,"NA","0","0","Typha domingensis",0,"Schoenoplectus americanus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-1-5","SFBay","Rush Ranch","NA",2190391,38.21025,-122.0332,"NA",.11,"6/3/2014",6,2014,433,"0","75","HIGH","35","65",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-2","SFBay","Rush Ranch","NA",2190392,38.21016,-122.0329,"NA",.11,"6/3/2014",6,2014,897.4,"0","75","LOW","25","55",20,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-5","SFBay","Rush Ranch","NA",2190392,38.21025,-122.0329,"NA",.11,"6/3/2014",6,2014,1065.36,"0","50","MOD","50","50",0,"NA","0","0","Typha domingensis",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-1","SFBay","Rush Ranch","NA",2190392,38.21016,-122.033,"NA",.11,"6/3/2014",6,2014,0,"0","50","HIGH","0","100",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-4","SFBay","Rush Ranch","NA",2190392,38.21025,-122.033,"NA",.11,"6/3/2014",6,2014,786,"0","100","HIGH","50","50",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-3","SFBay","Rush Ranch","NA",2190392,38.21016,-122.0328,"NA",.11,"6/3/2014",6,2014,1486,"2","50","LOW","100","0",0,"NA","0","0","Phragmites australis",0,"Typha domingensis",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g3-2-6","SFBay","Rush Ranch","NA",2190392,38.21025,-122.0328,"NA",.11,"6/3/2014",6,2014,948,"0","0","NA","100","0",0,"NA","0","0","Phragmites australis",0,"Typha domingensis",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-2","SFBay","Rush Ranch","NA",2198418,38.21098,-122.0335,"NA",.11,"6/5/2014",6,2014,173,"0","55","HIGH","15","85",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-3","SFBay","Rush Ranch","NA",2198418,38.21098,-122.0334,"NA",.11,"6/5/2014",6,2014,1385.69,"1","15","HIGH","60","40",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-6","SFBay","Rush Ranch","NA",2198418,38.21106,-122.0334,"NA",.11,"6/5/2014",6,2014,190.21,"0","45","HIGH","40","60",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-5","SFBay","Rush Ranch","NA",2198418,38.21107,-122.0335,"NA",.11,"6/5/2014",6,2014,1258,"0","70","HIGH","70","30",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-4","SFBay","Rush Ranch","NA",2198418,38.21107,-122.0336,"NA",.11,"6/5/2014",6,2014,603,"0","100","HIGH","20","80",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-1-1","SFBay","Rush Ranch","NA",2198418,38.21098,-122.0337,"NA",.11,"6/5/2014",6,2014,811,"0","55","HIGH","25","75",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-3","SFBay","Rush Ranch","NA",2198419,38.21097,-122.0331,"NA",.11,"6/5/2014",6,2014,1381.65,"0","15","HIGH","60","25",15,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-6","SFBay","Rush Ranch","NA",2198419,38.21106,-122.0331,"NA",.11,"6/5/2014",6,2014,638.25,"1","40","HIGH","40","45",15,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-2","SFBay","Rush Ranch","NA",2198419,38.21101,-122.0331,"NA",.11,"6/5/2014",6,2014,878.06,"5","50","HIGH","50","30",20,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-1","SFBay","Rush Ranch","NA",2198419,38.21097,-122.0333,"NA",.11,"6/5/2014",6,2014,182.24,"0","5","HIGH","33","66",0,"NA","0","0","Typha domingensis",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-5","SFBay","Rush Ranch","NA",2198419,38.21106,-122.0332,"NA",.11,"6/5/2014",6,2014,1141.58,"1","10","HIGH","50","40",10,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g2-2-4","SFBay","Rush Ranch","NA",2198419,38.21106,-122.0333,"NA",.11,"6/5/2014",6,2014,644.9,"0","15","HIGH","60","40",0,"NA","0","0","Typha domingensis",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-2","SFBay","Rush Ranch","NA",2201094,38.21125,-122.0335,"NA",.11,"6/5/2014",6,2014,516.46,"5","145","HIGH","15","85",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-1","SFBay","Rush Ranch","NA",2201094,38.21125,-122.0336,"NA",.11,"6/5/2014",6,2014,212.47,"1","100","HIGH","15","85",0,"NA","0","0","Typha domingensis",0,"Schoenoplectus acutus",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-6","SFBay","Rush Ranch","NA",2201094,38.21133,-122.0334,"NA",.11,"6/5/2014",6,2014,270.69,"0","3","LOW","35","30",35,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-4","SFBay","Rush Ranch","NA",2201094,38.21134,-122.0336,"NA",.11,"6/5/2014",6,2014,757.06,"0","20","HIGH","55","45",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-3","SFBay","Rush Ranch","NA",2201094,38.21125,-122.0334,"NA",.11,"6/5/2014",6,2014,85.79,"2","100","LOW","50","40",10,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-1-5","SFBay","Rush Ranch","NA",2201094,38.21133,-122.0335,"NA",.11,"6/5/2014",6,2014,797.74,"0","10","LOW","45","30",25,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-2","SFBay","Rush Ranch","NA",2201095,38.21124,-122.0332,"NA",.11,"6/5/2014",6,2014,410,"0","50","HIGH","75","25",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-6","SFBay","Rush Ranch","NA",2201095,38.21133,-122.0331,"NA",.11,"6/5/2014",6,2014,555.65,"0","75","HIGH","20","60",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-5","SFBay","Rush Ranch","NA",2201095,38.21133,-122.0332,"NA",.11,"6/5/2014",6,2014,747.92,"0","75","HIGH","30","70",0,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-3","SFBay","Rush Ranch","NA",2201095,38.21124,-122.0331,"NA",.11,"6/5/2014",6,2014,1955,"0","0","NA","100","0",0,"NA","0","0","Lepidium latifolium",0,"Salicornia pacifica",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-4","SFBay","Rush Ranch","NA",2201095,38.21133,-122.0333,"NA",.11,"6/5/2014",6,2014,1196.85,"1","75","MOD","20","75",5,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g1-2-1","SFBay","Rush Ranch","NA",2201095,38.21124,-122.0333,"NA",.11,"6/5/2014",6,2014,527.92,"1","75","MOD","40","50",15,"NA","0","0","Typha domingensis",0,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"14","SFBay","Bull Island","NA",2264522,38.21964,-122.3061,"NA",.25,"7/18/2005",7,2005,879.44,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,1,0,"NA","NA","327.36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13","SFBay","Bull Island","NA",2264523,38.21967,-122.306,"NA",.25,"7/18/2005",7,2005,1069.48,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,1,0,"NA","NA","348.10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"15","SFBay","Bull Island","NA",2267199,38.22001,-122.306,"NA",.25,"7/18/2005",7,2005,855.84,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus_Schoenoplectus americanus",0,"NA",0,"NA",0,1,0,"NA","NA","312.27","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12","SFBay","Bull Island","NA",2269875,38.22017,-122.3059,"NA",.25,"7/18/2005",7,2005,1561.68,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,2,0,"NA","NA","488.77","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11","SFBay","Bull Island","NA",2269875,38.22022,-122.3059,"NA",.25,"7/18/2005",7,2005,1374.64,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,2,0,"NA","NA","491.29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10","SFBay","Bull Island","NA",2272551,38.22046,-122.3058,"NA",.25,"7/18/2005",7,2005,2317.04,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,7,0,"NA","NA","910.82","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8","SFBay","Bull Island","NA",2272551,38.22052,-122.3058,"NA",.25,"7/18/2005",7,2005,2014.2,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,7,0,"NA","NA","530.22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"9","SFBay","Bull Island","NA",2272551,38.22049,-122.3058,"NA",.25,"7/18/2005",7,2005,1969.32,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,7,0,"NA","NA","977.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"17","SFBay","Bull Island","NA",2272551,38.22059,-122.3057,"NA",.25,"7/18/2005",7,2005,896.48,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,7,0,"NA","NA","289.50","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7","SFBay","Bull Island","NA",2272551,38.22065,-122.3058,"NA",.25,"7/18/2005",7,2005,832.96,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,7,0,"NA","NA","504.08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"6","SFBay","Bull Island","NA",2272551,38.22063,-122.3058,"NA",.25,"7/18/2005",7,2005,855.92,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,7,0,"NA","NA","412.23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16","SFBay","Bull Island","NA",2272551,38.22059,-122.3057,"NA",.25,"7/18/2005",7,2005,1336.8,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,7,0,"NA","NA","544.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2","SFBay","Bull Island","NA",2275227,38.22084,-122.3057,"NA",.25,"7/18/2005",7,2005,1560.76,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,5,0,"NA","NA","506.77","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"5","SFBay","Bull Island","NA",2275227,38.22075,-122.3059,"NA",.25,"7/18/2005",7,2005,976.4,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,5,0,"NA","NA","381.01","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"3","SFBay","Bull Island","NA",2275227,38.22081,-122.3059,"NA",.25,"7/18/2005",7,2005,792.2,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,5,0,"NA","NA","204.85","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4","SFBay","Bull Island","NA",2275227,38.22081,-122.3059,"NA",.25,"7/18/2005",7,2005,685.4,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,5,0,"NA","NA","177.61","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1","SFBay","Bull Island","NA",2275227,38.22087,-122.3057,"NA",.25,"7/18/2005",7,2005,1359.76,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,5,0,"NA","NA","494.20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26","SFBay","Bull Island","NA",2293964,38.22268,-122.3041,"NA",.25,"7/19/2005",7,2005,2147.92,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,4,0,"NA","NA","631.48","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"29","SFBay","Bull Island","NA",2293964,38.22269,-122.304,"NA",.25,"7/19/2005",7,2005,985.4,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,4,0,"NA","NA","460.46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"27","SFBay","Bull Island","NA",2293964,38.22271,-122.3041,"NA",.25,"7/19/2005",7,2005,677.8,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,4,0,"NA","NA","366.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"28","SFBay","Bull Island","NA",2293964,38.22272,-122.304,"NA",.25,"7/19/2005",7,2005,1354.4,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,4,0,"NA","NA","569.60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"34","SFBay","Bull Island","NA",2296639,38.22287,-122.3043,"NA",.25,"7/19/2005",7,2005,1098.96,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,1,0,"NA","NA","408.19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32","SFBay","Bull Island","NA",2296640,38.22282,-122.3041,"NA",.25,"7/19/2005",7,2005,1475.76,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,5,0,"NA","NA","551.77","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"30","SFBay","Bull Island","NA",2296640,38.22281,-122.3041,"NA",.25,"7/19/2005",7,2005,2041.36,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,5,0,"NA","NA","894.46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31","SFBay","Bull Island","NA",2296640,38.22283,-122.3042,"NA",.25,"7/19/2005",7,2005,2133.16,"0","0","NA","0","0",0,"NA","0","0","Typha sp.",0,"NA",0,"NA",0,5,0,"NA","NA","550.57","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"33","SFBay","Bull Island","NA",2296640,38.22285,-122.3043,"NA",.25,"7/19/2005",7,2005,1577.52,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,5,0,"NA","NA","682.01","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"35","SFBay","Bull Island","NA",2296640,38.22283,-122.3042,"NA",.25,"7/19/2005",7,2005,857.08,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus acutus",0,"NA",0,"NA",0,5,0,"NA","NA","407.43","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"18","SFBay","Bull Island","NA",2299307,38.2232,-122.3072,"NA",.25,"7/19/2005",7,2005,784.52,"0","0","NA","0","0",0,"NA","0","0","Bolboschoenus maritimus",0,"NA",0,"NA",0,3,0,"NA","NA","286.46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21","SFBay","Bull Island","NA",2299307,38.22335,-122.3071,"NA",.25,"7/19/2005",7,2005,781.64,"0","0","NA","0","0",0,"NA","0","0","Schoenoplectus americanus",0,"NA",0,"NA",0,3,0,"NA","NA","257.14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
